uid	GG1.69	GG1.70	GG1.71	GG1.72	GG1.73	GG1.74	GG1.75	GG1.76	GG1.77	GG1.78	GG1.79	GG1.80	GG1.81	GG1.82	GG1.83	GG1.84	GG1.85	GG1.86	GG1.87	GG1.88	GG1.89	GG1.90	GG1.91	GG1.92	GG1.93	GG1.94	GG1.95	GG1.96	GG1.R2.38	GG1.R2.39	GG1.R2.40	GG1.R2.41	GG1.R2.42	GG1.R2.43	GG1.R2.44	GG1.R2.45	GG1.R2.46	GG1.R2.47	GG1.R2.48
Sde2	0	0.575312331	0	0.432959407	0.464668267	0	0	7.917013972	1.49057013	0	0	0.713695815	0.23878686	3.826802684	0	2.713695815	0	5.867649406	0	1.028569152	6.596935142	1.269033146	0	0	4.679761574	5.478324711	5.928607199	0	0	2.381283373	4.152994605	5.098874287	0	5.441616269	0	7.86980973	2.454175893	0	0.263034406
Sdf2	7.781228553	7.811406807	7.601919321	0	0	0	0	0	5.468257468	0	8.753250183	7.485426827	7.766131326	8.601139355	0	4.674121633	0	0.713695815	6.669452026	7.346602375	0	5.250582665	2.087462841	8.515345034	4.67468662	0.604071324	2.961623328	1.66448284	6.298658316	4.23878686	3.432959407	8.692999007	0	3.214124805	0	0	4.996840648	0	7.833902077
Sdf2l1	6.173527238	6.531849286	9.600284623	1.056583528	0	6.253043795	6.392660881	6.26171885	7.140062856	0	7.081723091	7.539158811	4.386810946	7.15370402	0	5.953032377	0	4.056583528	0	6.312519967	3.724650272	2.244887059	5.365972428	4.35614381	8.439290681	3.904002316	7.630813152	1.815575429	3.547203025	0	4.930737338	1.361768359	8.353411516	7.533563348	7.518692492	6.285587168	6.567880042	0	9.024280889
Sdf4	5.420212891	5.889230152	3.0721058	6.591559746	8.338558124	2.786596362	4.355439197	7.171226847	5.997969782	7.089476964	0	7.550515936	6.52277767	4.452858965	0	3.200064862	0.250961574	7.621246029	8.423704216	4.699329526	2.906890596	6.293701542	4.13996057	0.124328135	7.324360591	5.500483401	4.95930649	7.383704292	2.565597176	7.146084939	5.123086751	7.007644031	1.883620816	6.410748128	6.51412226	4.822220272	0	0.687060688	4.485426827
Sdha	8.568146141	7.453435269	9.116837772	3.016139703	0	6.44145028	6.818646083	6.214319121	1.922197848	6.376602952	8.974213803	5.154615611	0.263034406	8.528844767	0	5.688180359	5.772413555	9.111057403	10.09358922	9.463892152	9.076922459	9.499546955	9.458550158	8.93307096	6.570462931	0.739848103	1.50589093	4.675815931	6.315240153	7.722124437	5.711494907	8.732676223	4.733896605	6.207111961	9.593857939	8.742343124	4.659353759	6.88594036	3.523561956
Sdhaf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.974529312	0	0	0	0	0	6.008316564	0	0	4.552131108	0	3.576522138	0	0	0
Sdhaf2	0	0	2.803227036	0	0.485426827	0	0	6.813011549	3.465974465	0	0.23878686	0.286881148	0	5.359661722	0	7.002364982	0	0	0	0.275007047	4.524815928	0	0	8.149188221	0	0.263034406	6.85934842	0	4.807354922	0	0	0	7.827120368	6.059182199	0	6.668459557	7.920412408	0.495695163	0
Sdhb	4.464668267	7.783129208	8.681941137	0	1.150559677	9.528883827	8.406077422	9.552438555	6.179311989	0	8.886458696	5.773468928	0	8.289972754	0	5.224966365	0	8.839140787	0	9.762431872	5.285402219	8.684222633	8.311475869	9.922480341	4.056583528	9.262940477	8.97836726	9.957319736	8.538072503	8.951284715	3.327687364	4.798050515	10.08665375	8.549053029	8.990728004	9.557387113	7.759089238	4.384049807	8.138937309
Sdhc	7.721577729	7.051480865	0.641546029	3.59454855	9.59406329	7.543341212	7.991295079	6.445428759	7.567727963	0	1.333423734	8.684608376	2.03562391	7.665549108	0	8.795422802	0	9.867433196	8.478324711	6.846367946	8.597456684	5.815063017	0	9.66370041	5.695993813	6.212958363	9.786972015	8.087887101	5.814550423	5.66618849	2.046141782	0	8.490088724	7.176821406	8.489245876	8.921097088	8.45228243	0	5.678071905
Sdhd	7.559262359	7.445014846	8.956956894	5.048759312	9.592699958	9.716493682	7.428108883	10.37693932	10.40042052	0	9.962042857	9.636733362	9.956550403	4.243364426	10.06483706	9.308498309	2.09085343	9.902932788	7.484540972	9.406183742	3.29130886	9.841721581	10.00614371	10.40945458	8.92943596	10.29011103	9.241029774	1.275007047	10.86192436	7.914026283	8.023033519	5.125155131	8.570652667	8.928636806	10.56515921	8.563310692	7.556735948	9.064634996	9.319017228
Sdk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdk2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdpr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdr16c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdr16c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdr39u1	8.908482693	0	0	0	8.119926751	0	0	7.66035251	9.941605204	0	0	8.931594422	0	0	0	8.657711452	0	8.790609152	0	7.044066197	0	7.314696526	7.901892628	0	0	0	0	0.807354922	0	0	6.254745198	8.570576776	0	0	7.585788808	0	0	0.632268215	0
Sdr42e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.039577103	0	0	0	0	0	0	0	0	0.432959407	0	0	0	0	0	0	0	1.427606173	0	0.298658316
Sdr9c7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdsl	0	5.811727898	0	0	0	0	0	0	0	0	0	0	0	0	0	0.678071905	0	0	0	0	4.306699707	0	0	0	0	0	0	0	0	0	0.687060688	4.386121157	0	0	0	0	0	9.101240352	6.7977912
Sebox	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec11a	9.694636474	6.524659241	8.119408057	9.789875939	10.43860475	5.708187236	5.433627167	9.381910608	7.338513555	0	2.087462841	0	9.267769861	7.415234729	0	7.361768359	0.963474124	8.883681905	0	9.259531433	8.99703831	7.590287627	8.076922459	6.031439309	10.13792613	7.348197003	9.753567768	8.943188778	8.771357409	7.68572995	8.64093177	5.670160514	8.49609479	8.072481007	9.58672722	0	1.726831217	0.695993813	8.48675459
Sec11c	9.588995653	9.40250049	5.553053253	4.753283616	10.53838296	7.951109832	9.296847396	0	9.306449091	0	4.058316496	0	8.855740592	6.533719071	0	9.50249371	9.791341993	7.089582893	0	8.60810694	5.780572574	9.925643447	7.240886714	9.369270167	7.174925683	4.518535139	8.138220594	8.971486075	9.586989865	8.64038956	7.817047599	7.019701914	10.25887221	8.156639311	8.463646977	4.592158002	9.105332363	5.339850003	7.989082225
Sec13	8.193821015	3.465974465	5.356848079	0	8.375777972	9.289834465	0	8.874243679	1.739848103	7.531771325	8.726729059	2.700439718	9.01312723	9.235463805	0	8.660994199	0	9.092149284	0	6.29553937	7.896453506	8.308566567	0	9.833996921	9.833807226	6.535119822	9.188020062	0.765534746	9.929021639	8.912200749	8.246455594	8.954428984	8.955940451	8.371341048	2.550900665	0	7.048868273	8.650944023	8.623625476
Sec14l1	0	0	0	0	0	0	0	0	0	0	0	0	8.227423411	0	0	0	0	0	8.309840108	4.339137385	0	0	0	0	0.678071905	0	0	0	0	0	0	0	0	0	0	0	0.275007047	0	0
Sec14l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec14l3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec14l4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec14l5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec16a	6.615151418	4.379898164	0	0.176322773	0	3.260025656	0	0	0.722466024	0	0	0	0.879705766	2.066950244	0	0	0	0.678071905	0	0	0	0	0	4.948133578	5.688739868	0	0	0.137503524	0	5.211012193	0.298658316	0	6.003827078	5.312519967	0	0	0	0	0
Sec16b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.286881148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec22a	0	0	0	0	0	2.560714954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.335926241	0	0	0	3.63343121	0.275007047	0	0	7.583158004	0	0	6.20143783	0	0	0	0	0
Sec22b	6.866413481	7.809092838	5.399512924	0	0	6.505732174	0	8.139142019	8.153552032	7.039467438	0	4.721372659	5.854245054	1.831877241	0	9.234937152	0	9.61482025	0	7.720962434	0	3.996388746	3.904965719	5.5360529	1.786596362	7.777616971	1.575312331	1.565597176	0	0.485426827	1.117695043	0.545968369	6.812883235	7.558497247	0	2.46727948	0	5.182692298	6.859224162
Sec22c	0	0	1.748461233	1.739848103	0.275007047	0.310340121	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1.819668183	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec23a	0.22650853	0	0.5360529	0.622930351	0	0.422233001	5.977050906	0	0	0	2.451540833	0	0	0	0	7.673556424	0	5.70763522	0	0	0	0	0	0.214124805	7.036613224	0	1.871843649	0	0.310340121	0	0.731183242	7.494095545	4.399854674	2.763411574	0	1.056583528	0	0	0
Sec23b	0	5.85623876	0.333423734	0	0	0	0.344828497	2.924099886	9.058776465	0	9.087940125	0	7.140983105	7.859472667	0	7.822347758	0.782408565	9.267582614	0	6.458283564	7.856301019	5.658497137	0	4.272769732	6.852123719	4.881664619	6.800641097	0.695993813	5.950468414	0	0	0.422233001	0	7.412696858	8.854899543	4.309612772	0	0	7.759755056
Sec23ip	7.058316496	6.728872863	0	3.549669171	5.881909289	1.150559677	6.369815424	5.385431037	3.541019153	0	4.629939409	0	8.731760259	3.841973119	0	3.725741157	0.286881148	7.626804145	0	4.842476063	5.248686627	5.805292456	5.606442228	7.956521363	3.493134922	6.777156666	5.692929286	0	8.365753768	7.189528084	7.131033798	0.432959407	4.612942196	6.352264173	4.849498932	1.963474124	0.485426827	0	0.189033824
Sec24a	0	0	0	0	2.443606651	3.908812908	0	0.137503524	7.265193076	5.137503524	4.184280294	0	0	0	0	5.221490455	0	4.522934561	0	0	5.315058966	2.448900951	0	1.827819025	0	0.124328135	0	0	1.280956314	1.014355293	0	0	0	1.599317794	2.117695043	0	0.124328135	0.23878686	4.072963272
Sec24b	0	0.722466024	0.176322773	0.310340121	3.627606838	0	0	6.72410452	0.378511623	0	0	0	0	7.815703503	0	3.196921734	0	2.901108243	0	1.169925001	8.297191417	3.462052319	0	0	3.850999395	2.066950244	0	0	7.443440891	5.285772093	2.560714954	0	0	0	0	0	4.460742564	0	0
Sec24c	0	0.443606651	5.639810978	2.229587923	0	4.076388069	3.607626221	7.454751672	6.420886575	0	4.906409617	6.090218302	6.676098121	7.906289347	8.275193334	6.090218302	0	7.585863903	2.648465443	5.817111573	3.336283388	4.581351247	7.973381675	3.609991295	1.726831217	0.378511623	7.180207548	1.22650853	7.336283388	0	0.214124805	0.650764559	4.228049048	1.811471031	4.607034346	0	2.124328135	0	7.16158541
Sec24d	0	0	0	0	0	3.012568674	0	6.093813673	3.772941338	0	7.67912818	0	0	0	0	6.583007527	0.82374936	0	0	0	3.289834465	0	0	8.63919598	3.842978832	4.070389328	8.652952499	0	0	0.23878686	0	0	4.244125943	5.706806799	4.648465443	0	0	0	0
Sec31a	8.877345491	6.585863903	1.007195501	8.568032105	8.599354991	5.161484639	7.347577079	5.450551443	2.565597176	5.81275491	4.538538164	5.692092375	5.296457407	5.672425342	9.269360484	8.151625464	0	2.720278465	0	0	8.774951741	0	4.593353771	4.537296067	8.738801607	1.475084883	6.149543909	4.801676029	0.948600847	0	7.527398809	2.513490746	3	6.7822775	6.007195501	4.883132016	3.428946345	3.434294618	7.905447179
Sec31b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.22342255	0	0	0	0	0	0	0
Sec61a1	9.402905469	8.205451164	9.064958277	4.806324057	0.485426827	5.565292521	2.604071324	9.165987287	7.67793101	8.595220178	10.15766273	9.536694042	8.898843202	9.788718333	8.759854903	8.821040492	0.411426246	9.218224166	5.521992956	9.757156626	8.775709036	9.746127983	9.330199833	8.940137379	9.722414791	7.986467823	6.013015536	10.14241344	8.597084173	9.016251155	9.004445211	4.328405659	8.592232767	9.182617817	4.397118409	0.367371066	9.516645558	1.03562391	8.256303056
Sec61a2	0	0	0.613531653	0	0	0.678071905	0	0	0	0	0.310340121	7.012233436	0	0	0	0	0	0.731183242	0	0	4.526068812	0	5.029011087	0	1.843983844	0	0	0	0	1.495695163	5.61205756	0	0	0	0	4.867896464	0	1.063502942	0
Sec61b	9.556429415	8.473421647	9.015387174	8.498609901	5.921483937	9.874351279	9.186881822	9.290087984	10.38628286	0	9.854322985	10.43945692	10.19272433	9.387155718	0	10.00330708	0	8.834186591	7.662419153	10.28991514	8.84439193	9.851952004	7.832447013	9.938344609	8.521561182	9.962274269	9.549380387	7.032762074	10.07018805	8.579014166	8.85810536	6.531537419	10.11495258	10.17037577	10.03756068	8.661706852	9.63424838	9.457627122	9.912290583
Sec61g	7.430954271	6.65978188	8.216018265	7.521757459	7.557195625	8.624393382	9.548012694	9.635446059	8.620549756	8.354425713	5.847996907	7.945151171	6.373648211	8.372690969	0	8.303552456	6.988684687	8.975246123	8.085392787	8.442072641	6.116863758	9.366759328	9.084569247	9.426663118	8.139551352	10.07104666	8.7437573	7.687620632	8.506446438	9.314401976	8.47037417	8.004782263	9.542567608	8.521521924	8.918028379	7.275286468	8.498649788	8.242411963	8.547935602
Sec62	1.855989697	4.645586386	4.847996907	5.556429415	0	2.568032105	4.914086097	6.996501735	0	0	4.148120631	4.683134985	0	1.321928095	0	6.914803677	7.374604819	5.194953796	6.171727244	6.124948427	0	3.253989266	3.773996325	0	0	4.950468414	4.574707046	2.350497247	6.863195112	3.538538164	7.031990609	0.847996907	5.100557221	3.132576843	3.160274831	5.737957106	4.349082146	1.687060688	5.603477988
Sec63	0.748461233	3.161887682	1.438292852	0	0	4.719731057	0	1.700439718	0.871843649	6.28798935	0.23878686	5.61205756	0	4.283921772	7.751142325	4.422233001	0.411426246	5.755688777	0.189033824	5.132988043	7.704595348	6.361592924	0	1.117695043	0.189033824	1.959770155	3.264536431	0	0	0.545968369	0	0	0.22650853	0.298658316	0	0	0	0	0.40053793
Secisbp2	6.822602696	0	0	0	0	0	0	1.23878686	2.454175893	0	0	4.63691458	0	0	0	1.744161096	0	0	0	0	0.422233001	6.550285049	0	0	5.981396032	0	2.070389328	0.378511623	2.618238656	7.109151579	4.538538164	0	0	3.422233001	0	0	6.257764969	7.992201935	4.614709844
Secisbp2l	0	5.364922559	0	0	1.871843649	1.90303827	0	0	0	0	0	0	0	0	0	0	0	0	0	4.033863452	6.936048964	0	0.454175893	0	0	0.790772038	1.176322773	0	0	0	0.137503524	5.995484519	4.393004257	1.275007047	0.321928095	5.758089934	0	0	0.124328135
Sectm1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sectm1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seh1l	3.94016675	4.915042791	8.870087252	2.438292852	0	4.881664619	7.766131326	0	6.615445725	0	0	1.22650853	0.214124805	0	0	0.250961574	0.35614381	0	0	4.739308071	7.673697747	1.580145484	1.070389328	0	7.761085772	0.443606651	0.575312331	1.344828497	0	4.704318678	2.713695815	8.983478193	3.649615459	5.493134922	2.998195503	7.647890091	7.946906274	0	0
Sel1l	6.853621456	0	2.801158656	0	0	6.162290614	3.176322773	0	8.489968347	0	0	4.713145902	3.014355293	0	7.722875823	6.746984506	0	7.219265342	6.466790238	2.416839742	4.795455272	6.113117036	7.174326515	0	0.35614381	0	0.124328135	0.35614381	5.010779839	0	0.150559677	3.152183419	0.22650853	2.13093087	4.578334949	0	1.5360529	5.496334513	3.667892125
Sel1l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sel1l3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sele	0.310340121	0	0	0	0	0	0	0.298658316	0	0	0	0	0	1.843983844	0	0	0	1.220329955	0	0	0	2.893362211	0	0	2.370164281	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenbp1	0	5.708463165	1.09085343	3.495695163	0.807354922	0	0	0	0	0	0	5.773732651	0	7.533796926	0	0	0	0.555816155	0	0	5.782408565	2.521050737	7.132782457	0	8.060479781	0	8.76897825	2.23572706	0	0.526068812	4.412104045	0	6.664767255	0	4.927422429	4.69432306	7.725400344	0	4.480265122
Selenbp2	0	0	0	0	0	0	0	0	0	0	0	1.40599236	0	2.3950628	0	0	0	0	0	0	1.269033146	0	2.5360529	0	3.340562269	0	3.718087584	0	0	0	0	0	1.50589093	0	0	1.182692298	3.601696516	0	1.50589093
Selk	7.986922842	6.452858965	7.700994494	8.743185062	0	5.751945682	0	8.217085276	7.839707698	0	0	7.942866339	5.155020578	0	0	7.578636862	5.026357447	6.174526265	0	6.603032826	8.047123912	7.728668829	5.094658343	8.985471968	4.973152038	8.419454619	9.351623913	2.709290636	8.501638179	8.143332189	5.815831566	5.919340082	8.591559746	8.164856658	5.568640195	9.574839474	9.392596489	6.526694846	5.656782364
Sell	0.40053793	0	8.89357457	2.733354341	4.861955364	1.384049807	8.199328805	7.087887101	0	0	9.597624282	9.13401553	6.023477152	7.732608394	0	0.704871964	7.849061003	0	0.485426827	7.982993575	0.5360529	8.047832813	2.195347598	5.906890596	9.73386272	6.27817065	5.559491813	9.604645885	8.233619677	7.275565835	7.892998093	7.537606691	4.121015401	9.633885251	10.70877352	8.749366659	7.494015517	8.839235288	7.990841437
Selm	0	0	0	0	0	0	0	4.334139179	0	0	0	0	0	0	0	5.930264245	0	0	0	0	0	0	0	0	3.934516502	8.28072438	0.799087306	1.678071905	0	0	1.86393845	0	0	5.739037979	6.070603999	0	0	0	0
Selo	4.247927513	0	4.708187236	0	0	0	0	0	0	0	0	0.367371066	0	0	0	3.528571319	0	0	0	0	0	0	0	0	0	0	0	8.853403133	0	0	5.491211756	0	0	0	0	0	2.646162657	0.344828497	0
Selp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321928095	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selplg	7.263410059	7.979853867	2.64385619	5.567119488	6.350320435	4.886062338	5.267535798	3.234194723	1.084064265	6.512068826	8.341185214	6.967975516	5.084064265	5.681449265	0	7.515778672	0	4.168321116	6.819412726	6.784896535	5.470211457	7.844674384	8.114158769	5.701826258	8.1762729	7.752347192	5.558267634	5.187451054	2.678071905	8.380287888	5.326249701	6.422064766	8.376602952	6.115615931	5.94016675	6.961507575	8.006298024	6.840211433	5.631686366
Selt	0	0	1.622930351	1.682573297	0	4.152994605	4.696550301	0	7.158458216	6.065443063	2.869871406	0	0	1.5360529	0	0.464668267	0	0.286881148	6.87541148	1.084064265	0	6.078524445	1.063502942	0	2.606442228	6.229972385	2.711494907	2.286881148	1.691534165	0	0	5.027684877	6.989139007	5.613531653	0	0.321928095	0	0	1.970853654
Sema3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.754887502	0	0	0
Sema3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema3c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema3d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema3e	0	0	0	0	0.23878686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263034406	0.344828497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema3g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema4a	0	0	0.263034406	1.50589093	0	0	0	0	0	0	0	0.286881148	0	0	0	2.124328135	0	0	0	2.09423607	0	1.042644337	0	3.294253136	1.097610797	5.215290306	0.250961574	0	0	0	0	0	0	0	4.250961574	0	0	0	0
Sema4b	3.771885579	0	3.606442228	2.389566812	0	1.799087306	0	6.578334949	0	0	2.5360529	0	0	4.230356745	0	0	0	0.82374936	0.722466024	4.029452886	3.854993017	0.214124805	0	0.575312331	1.333423734	3.812498225	0	0.722466024	0	0.23878686	0	4.295723025	0	0	0	1.084064265	0	0.214124805	0
Sema4c	0	0	0	0	0	0	0	0	0.250961574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema4d	1.510961919	2.873813198	0	0	0	0	0	0	4.791293149	0	0	0	7.058641195	0	0	0	0.731183242	0	0	0	5.894817763	6.415319248	6.58029626	0	0	0	0	0	4.519793486	0.695993813	1.14404637	2.292781749	0	0	0	0	0	0	5.464668267
Sema4f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema4g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084064265	0	0	0	0	0	0	0	0	0	0	0	0	0.070389328	0	0
Sema5b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema6a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124328135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema6b	0	0	0	0	0	0	0	0	0	0	0	0	4.437627248	0	0	0	0	3.193771743	0	0	0	2.201633861	0	0	0	0	0	0	0	0	0	0	0	0	2.477677328	0	0	0	0
Sema6c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema6d	0	0	0	0	0	0	0	0	0.124328135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema7a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senp1	7.061776198	5.341274184	6.027021315	0	6.062855655	4.242602506	0	3.419538892	0	0	1.021479727	0.790772038	0	0	7.664767255	6.142617655	0	5.341274184	4.144862143	5.034743949	0.5360529	0	6.736604875	1.438292852	4.687620632	0	4.546585829	0	7.444020969	0.286881148	0.150559677	6.46515823	6.64731451	3.13422094	6.109360559	0	0.545968369	0.575312331	5.968321196
Senp2	0	4.072963272	0	0	0	1.66448284	0.35614381	0	4.080657663	0	0	3.809414444	0	0	0	0	5.419538892	1.427606173	0	0.90303827	3.381283373	6.76897825	0.895302621	0.782408565	0	0	0.333423734	0.815575429	1.941106311	0	1.23878686	0	1.448900951	1.516015147	2.815575429	0	0	0	3.972692654
Senp3	3.938285792	2.060047384	0.641546029	4.958378712	6.922673593	0	2.646162657	0.678071905	0	0	3.489286023	4.014355293	2.639232163	0	0	2.14404637	0	6.017253839	0	2.543495883	0.918386234	0.669026766	5.729824644	5.500483401	5.247547807	0	0.839959587	2.516015147	8.932037542	0.722466024	5.109778429	5.550285049	8.0621541	3.498250868	0	5.759422186	7.004276656	2.250961574	3.121015401
Senp5	0.422233001	0.310340121	0	0	0	0	1.137503524	0.137503524	0	0	2.518535139	0.464668267	0.137503524	0.298658316	0	0	0.389566812	1.761285273	0.189033824	0	0	0.137503524	0	0	0.344828497	0	0.124328135	6.271276259	4.696550301	0.150559677	0.40053793	0	4.297191417	0.286881148	7.18299018	0	1.989139007	0	0
Senp6	6.996501735	0	3.839959587	3.762348816	0	0.189033824	2.163498732	0.613531653	5.081083929	0	6.155020578	7.954952364	0	0.5360529	0	1.063502942	0.263034406	5.329841177	0	5.592457037	5.639810978	6.534030467	0	0.333423734	1.843983844	2.22342255	3.819668183	7.639810978	3.396433531	0	0	0.214124805	2.843983844	0	7.942631793	0.443606651	8.114731401	4.46139759	1.201633861
Senp7	0	3.189033824	0	0.545968369	0	0	0	0.713695815	0	0	0	0	2.438292852	0.695993813	0	0	0	0	0	0	7.504382042	0	0	1.59454855	2.121015401	0	3.279471296	1.042644337	3.40599236	7.495375381	6.216454865	1.361768359	0.150559677	0	0	4.319039816	0	0	1.5360529
Senp8	0	0	0	0	0	0	3.140778656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.454175893	0	0	0	0	0	0	0	0
Sephs1	7.098979528	5.478971805	0.150559677	0.275007047	5.191009849	4.833902077	0	2.89917563	0.847996907	0	2.726831217	0	0.275007047	1.918386234	0	6.236683945	0	5.189824559	0	0.321928095	7.673909705	5.885574364	0.565597176	3.559491813	0	6.348019909	8.539740426	0	7.347931354	0	0.321928095	0.378511623	7.540709263	0	0	7.182890893	6.091065078	8.60773717	0
Sephs2	7.412527507	6.535741941	6.549669171	7.550977598	4.642123916	7.926473911	8.004220466	8.142362379	6.586014083	6.771753554	7.304054652	7.282903083	5.605553595	5.509379149	0	3.310340121	3.605257263	5.709842019	0	5.684257705	6.313790025	5.807354922	6.067810784	4.148934105	5.553667688	5.94602899	5.409390936	5.123914459	6.760753208	8.531186489	5.591260525	4.534808661	4.382667253	5.783718558	6.091911357	4.173926932	5.651338766	2.523561956	5.806324057
